"table","variable","statistic","published","reproduced","source_line","error"
1,"hhelec","difference",-0.03,-0.0351505016722408,"Electrified households                                0.38 (0.29)           0.35 (0.28)         −0.03 (0.1)",-0.0051505016722408
1,"hhelec","pooled_se",0.1,0.0821024643144856,"Electrified households                                0.38 (0.29)           0.35 (0.28)         −0.03 (0.1)",-0.0178975356855144
1,"handpump","mean_high",0.44,0.4375,"Main drinking source—hand pump                        0.44 (0.50)           0.36 (0.48)         −0.1 (0.1)",-0.0025
1,"handpump","sd_high",0.5,0.501328023587394,"Main drinking source—hand pump                        0.44 (0.50)           0.36 (0.48)         −0.1 (0.1)",0.00132802358739403
1,"handpump","mean_low",0.36,0.357142857142857,"Main drinking source—hand pump                        0.44 (0.50)           0.36 (0.48)         −0.1 (0.1)",-0.002857142857143
1,"handpump","sd_low",0.48,0.484965604585173,"Main drinking source—hand pump                        0.44 (0.50)           0.36 (0.48)         −0.1 (0.1)",0.00496560458517303
1,"handpump","difference",-0.1,-0.0803571428571429,"Main drinking source—hand pump                        0.44 (0.50)           0.36 (0.48)         −0.1 (0.1)",0.0196428571428571
1,"handpump","pooled_se",0.1,0.104328395631162,"Main drinking source—hand pump                        0.44 (0.50)           0.36 (0.48)         −0.1 (0.1)",0.0043283956311615
1,"well","mean_high",0.54,0.541666666666667,"Main drinking source—well                             0.54 (0.50)           0.64 (0.48)           0.1 (0.1)",0.00166666666666693
1,"well","sd_high",0.5,0.503533612870859,"Main drinking source—well                             0.54 (0.50)           0.64 (0.48)           0.1 (0.1)",0.00353361287085896
1,"well","mean_low",0.64,0.642857142857143,"Main drinking source—well                             0.54 (0.50)           0.64 (0.48)           0.1 (0.1)",0.002857142857143
1,"well","sd_low",0.48,0.484965604585173,"Main drinking source—well                             0.54 (0.50)           0.64 (0.48)           0.1 (0.1)",0.00496560458517303
1,"well","difference",0.1,0.101190476190476,"Main drinking source—well                             0.54 (0.50)           0.64 (0.48)           0.1 (0.1)",0.00119047619047599
1,"well","pooled_se",0.1,0.104581348366225,"Main drinking source—well                             0.54 (0.50)           0.64 (0.48)           0.1 (0.1)",0.00458134836622467
1,"pavedroad","mean_high",0.6,0.604166666666667,"Paved road                                            0.60 (0.49)           0.45 (0.50)         −0.15 (0.1)",0.00416666666666698
1,"pavedroad","sd_high",0.49,0.49420399497827,"Paved road                                            0.60 (0.49)           0.45 (0.50)         −0.15 (0.1)",0.00420399497827001
1,"pavedroad","mean_low",0.45,0.452380952380952,"Paved road                                            0.60 (0.49)           0.45 (0.50)         −0.15 (0.1)",0.00238095238095198
1,"pavedroad","sd_low",0.5,0.503760538950749,"Paved road                                            0.60 (0.49)           0.45 (0.50)         −0.15 (0.1)",0.00376053895074902
1,"pavedroad","difference",-0.15,-0.151785714285714,"Paved road                                            0.60 (0.49)           0.45 (0.50)         −0.15 (0.1)",-0.001785714285714
1,"pavedroad","pooled_se",0.1,0.105365225036686,"Paved road                                            0.60 (0.49)           0.45 (0.50)         −0.15 (0.1)",0.00536522503668591
1,"naturalwater","mean_high",0.35,0.354166666666667,"Access to natural water sources                       0.35 (0.48)           0.45 (0.50)           0.09 (0.10)",0.00416666666666704
1,"naturalwater","sd_high",0.48,0.483321105250062,"Access to natural water sources                       0.35 (0.48)           0.45 (0.50)           0.09 (0.10)",0.00332110525006202
1,"naturalwater","mean_low",0.45,0.452380952380952,"Access to natural water sources                       0.35 (0.48)           0.45 (0.50)           0.09 (0.10)",0.00238095238095198
1,"naturalwater","sd_low",0.5,0.503760538950749,"Access to natural water sources                       0.35 (0.48)           0.45 (0.50)           0.09 (0.10)",0.00376053895074902
1,"naturalwater","difference",0.09,0.0982142857142858,"Access to natural water sources                       0.35 (0.48)           0.45 (0.50)           0.09 (0.10)",0.0082142857142858
1,"naturalwater","pooled_se",0.1,0.104154587271176,"Access to natural water sources                       0.35 (0.48)           0.45 (0.50)           0.09 (0.10)",0.00415458727117564
1,"bus3","mean_high",3.6,3.62916666666667,"Bus stop (km)                                        3.6 (3.9)              3.9 (2.9)             0.2 (0.7)",0.0291666666666699
1,"bus3","sd_high",3.9,3.88077412398846,"Bus stop (km)                                        3.6 (3.9)              3.9 (2.9)             0.2 (0.7)",-0.0192258760115398
1,"bus3","mean_low",3.9,3.8625,"Bus stop (km)                                        3.6 (3.9)              3.9 (2.9)             0.2 (0.7)",-0.0375000000000001
1,"bus3","sd_low",2.9,2.91544846354549,"Bus stop (km)                                        3.6 (3.9)              3.9 (2.9)             0.2 (0.7)",0.0154484635454901
1,"bus3","difference",0.2,0.233333333333333,"Bus stop (km)                                        3.6 (3.9)              3.9 (2.9)             0.2 (0.7)",0.033333333333333
1,"bus3","pooled_se",0.7,0.744249989367232,"Bus stop (km)                                        3.6 (3.9)              3.9 (2.9)             0.2 (0.7)",0.0442499893672322
1,"tele3","mean_high",5.4,5.4063829787234,"Telephone service (km)                               5.4 (6.2)              8.1 (8.6)             2.7 (1.6)",0.00638297872339955
1,"tele3","sd_high",6.2,6.21545773806057,"Telephone service (km)                               5.4 (6.2)              8.1 (8.6)             2.7 (1.6)",0.0154577380605696
1,"tele3","mean_low",8.1,8.075,"Telephone service (km)                               5.4 (6.2)              8.1 (8.6)             2.7 (1.6)",-0.0250000000000004
1,"tele3","sd_low",8.6,8.58632633901135,"Telephone service (km)                               5.4 (6.2)              8.1 (8.6)             2.7 (1.6)",-0.0136736609886494
1,"tele3","difference",2.7,2.6686170212766,"Telephone service (km)                               5.4 (6.2)              8.1 (8.6)             2.7 (1.6)",-0.0313829787234003
1,"tele3","pooled_se",1.6,1.59150169638257,"Telephone service (km)                               5.4 (6.2)              8.1 (8.6)             2.7 (1.6)",-0.0084983036174342
1,"ps3","mean_high",7.7,7.70833333333333,"Police station (km)                                  7.7 (4.6)              8.3 (5.3)             0.6 (1.0)",0.0083333333333302
1,"ps3","sd_high",4.6,4.62628168938118,"Police station (km)                                  7.7 (4.6)              8.3 (5.3)             0.6 (1.0)",0.0262816893811806
1,"ps3","mean_low",8.3,8.32926829268293,"Police station (km)                                  7.7 (4.6)              8.3 (5.3)             0.6 (1.0)",0.0292682926829286
1,"ps3","sd_low",5.3,5.32636104213933,"Police station (km)                                  7.7 (4.6)              8.3 (5.3)             0.6 (1.0)",0.0263610421393299
1,"ps3","difference",0.6,0.620934959349594,"Police station (km)                                  7.7 (4.6)              8.3 (5.3)             0.6 (1.0)",0.020934959349594
1,"ps3","pooled_se",1,1.05487966365903,"Police station (km)                                  7.7 (4.6)              8.3 (5.3)             0.6 (1.0)",0.054879663659031
1,"bank3","mean_high",5.1,5.09375,"Bank (km)                                            5.1 (4.5)              5.4 (5.0)             0.3 (1.0)",-0.00624999999999964
1,"bank3","sd_high",4.5,4.55306332465274,"Bank (km)                                            5.1 (4.5)              5.4 (5.0)             0.3 (1.0)",0.0530633246527401
1,"bank3","mean_low",5.4,5.38292682926829,"Bank (km)                                            5.1 (4.5)              5.4 (5.0)             0.3 (1.0)",-0.0170731707317104
1,"bank3","sd_low",5,5.05588283285048,"Bank (km)                                            5.1 (4.5)              5.4 (5.0)             0.3 (1.0)",0.0558828328504797
1,"bank3","difference",0.3,0.289176829268293,"Bank (km)                                            5.1 (4.5)              5.4 (5.0)             0.3 (1.0)",-0.010823170731707
1,"bank3","pooled_se",1,1.01880433766564,"Bank (km)                                            5.1 (4.5)              5.4 (5.0)             0.3 (1.0)",0.0188043376656364
1,"pds3","mean_high",1.3,1.27608695652174,"PDS shop (km)                                        1.3 (1.4)              1.8 (2.7)             0.5 (0.5)",-0.02391304347826
1,"pds3","sd_high",1.4,1.38149432501488,"PDS shop (km)                                        1.3 (1.4)              1.8 (2.7)             0.5 (0.5)",-0.01850567498512
1,"pds3","mean_low",1.8,1.78947368421053,"PDS shop (km)                                        1.3 (1.4)              1.8 (2.7)             0.5 (0.5)",-0.0105263157894699
1,"pds3","sd_low",2.7,2.72781364522442,"PDS shop (km)                                        1.3 (1.4)              1.8 (2.7)             0.5 (0.5)",0.0278136452244198
1,"pds3","difference",0.5,0.513386727688787,"PDS shop (km)                                        1.3 (1.4)              1.8 (2.7)             0.5 (0.5)",0.013386727688787
1,"pds3","pooled_se",0.5,0.460082340571913,"PDS shop (km)                                        1.3 (1.4)              1.8 (2.7)             0.5 (0.5)",-0.0399176594280868
1,"pps3","mean_high",0.5,0.511111111111111,"Primary school (km)                                  0.5 (0.7)              0.7 (1.0)             0.2 (0.2)",0.011111111111111
1,"pps3","sd_high",0.7,0.692893216954106,"Primary school (km)                                  0.5 (0.7)              0.7 (1.0)             0.2 (0.2)",-0.00710678304589396
1,"pps3","mean_low",0.7,0.719444444444444,"Primary school (km)                                  0.5 (0.7)              0.7 (1.0)             0.2 (0.2)",0.019444444444444
1,"pps3","sd_low",1,1.02506290941287,"Primary school (km)                                  0.5 (0.7)              0.7 (1.0)             0.2 (0.2)",0.02506290941287
1,"pps3","difference",0.2,0.208333333333333,"Primary school (km)                                  0.5 (0.7)              0.7 (1.0)             0.2 (0.2)",0.008333333333333
1,"pps3","pooled_se",0.2,0.191431703347207,"Primary school (km)                                  0.5 (0.7)              0.7 (1.0)             0.2 (0.2)",-0.00856829665279291
1,"ms3","mean_high",2.8,2.80217391304348,"Middle school (km)                                   2.8 (2.3)              2.9 (2.5)             0.1 (0.5)",0.00217391304348036
1,"ms3","sd_high",2.3,2.2910928135266,"Middle school (km)                                   2.8 (2.3)              2.9 (2.5)             0.1 (0.5)",-0.00890718647339961
1,"ms3","mean_low",2.9,2.91621621621622,"Middle school (km)                                   2.8 (2.3)              2.9 (2.5)             0.1 (0.5)",0.01621621621622
1,"ms3","sd_low",2.5,2.49026030695516,"Middle school (km)                                   2.8 (2.3)              2.9 (2.5)             0.1 (0.5)",-0.0097396930448399
1,"ms3","difference",0.1,0.114042303172738,"Middle school (km)                                   2.8 (2.3)              2.9 (2.5)             0.1 (0.5)",0.014042303172738
1,"ms3","pooled_se",0.5,0.525945372064803,"Middle school (km)                                   2.8 (2.3)              2.9 (2.5)             0.1 (0.5)",0.0259453720648026
1,"ss3","mean_high",5.1,5.06595744680851,"Secondary school (km)                                5.1 (4.1)              5.6 (4.6)             0.5 (0.9)",-0.0340425531914894
1,"ss3","sd_high",4.1,4.13575483861246,"Secondary school (km)                                5.1 (4.1)              5.6 (4.6)             0.5 (0.9)",0.0357548386124602
1,"ss3","mean_low",5.6,5.58974358974359,"Secondary school (km)                                5.1 (4.1)              5.6 (4.6)             0.5 (0.9)",-0.0102564102564093
1,"ss3","sd_low",4.6,4.56801205592213,"Secondary school (km)                                5.1 (4.1)              5.6 (4.6)             0.5 (0.9)",-0.0319879440778692
1,"ss3","difference",0.5,0.523786142935079,"Secondary school (km)                                5.1 (4.1)              5.6 (4.6)             0.5 (0.9)",0.023786142935079
1,"ss3","pooled_se",0.9,0.939336837181241,"Secondary school (km)                                5.1 (4.1)              5.6 (4.6)             0.5 (0.9)",0.0393368371812413
1,"hosp3","mean_high",20.7,20.7291666666667,"Hospital (km)                                       20.7 (15.7)            21.0 (16.5)            0.3 (3.4)",0.0291666666667005
1,"hosp3","sd_high",15.7,15.7192652951224,"Hospital (km)                                       20.7 (15.7)            21.0 (16.5)            0.3 (3.4)",0.0192652951224002
1,"hosp3","mean_low",21,21.0375,"Hospital (km)                                       20.7 (15.7)            21.0 (16.5)            0.3 (3.4)",0.0375000000000014
1,"hosp3","sd_low",16.5,16.547672971425,"Hospital (km)                                       20.7 (15.7)            21.0 (16.5)            0.3 (3.4)",0.0476729714250013
1,"hosp3","difference",0.3,0.308333333333337,"Hospital (km)                                       20.7 (15.7)            21.0 (16.5)            0.3 (3.4)",0.00833333333333702
1,"hosp3","pooled_se",3.4,3.4468514596161,"Hospital (km)                                       20.7 (15.7)            21.0 (16.5)            0.3 (3.4)",0.0468514596160983
1,"phc3","mean_high",5,5.01489361702128,"PHC (km)                                             5.0 (5.4)              5.9 (4.9)             0.9 (1.1)",0.0148936170212801
1,"phc3","sd_high",5.4,5.36226666557944,"PHC (km)                                             5.0 (5.4)              5.9 (4.9)             0.9 (1.1)",-0.0377333344205599
1,"phc3","mean_low",5.9,5.88292682926829,"PHC (km)                                             5.0 (5.4)              5.9 (4.9)             0.9 (1.1)",-0.0170731707317104
1,"phc3","sd_low",4.9,4.9554970708812,"PHC (km)                                             5.0 (5.4)              5.9 (4.9)             0.9 (1.1)",0.0554970708811995
1,"phc3","difference",0.9,0.868033212247016,"PHC (km)                                             5.0 (5.4)              5.9 (4.9)             0.9 (1.1)",-0.031966787752984
1,"phc3","pooled_se",1.1,1.10632499837378,"PHC (km)                                             5.0 (5.4)              5.9 (4.9)             0.9 (1.1)",0.00632499837377609
1,"illand","mean_high",119213,119213.541666667,"Price of irrigated land (per acre)               119,213 (82,923)      123,367 (142,281)      4,153 (24,187)",0.541666667006211
1,"illand","sd_high",82923,82923.4617235134,"Price of irrigated land (per acre)               119,213 (82,923)      123,367 (142,281)      4,153 (24,187)",0.461723513406469
1,"illand","mean_low",123367,123366.666666667,"Price of irrigated land (per acre)               119,213 (82,923)      123,367 (142,281)      4,153 (24,187)",-0.333333332993789
1,"illand","sd_low",142281,142281.506719853,"Price of irrigated land (per acre)               119,213 (82,923)      123,367 (142,281)      4,153 (24,187)",0.506719853001414
1,"illand","difference",4153,4153.12500000001,"Price of irrigated land (per acre)               119,213 (82,923)      123,367 (142,281)      4,153 (24,187)",0.125000000010004
1,"illand","pooled_se",24187,24187.1847297237,"Price of irrigated land (per acre)               119,213 (82,923)      123,367 (142,281)      4,153 (24,187)",0.184729723747296
1,"niland","mean_high",55950,55950,"Price of non-irrigated land (per acre)           55,950 (34,526)        48,964 (36,615)       −6,986 (7,504)",0
1,"niland","sd_high",34526,34525.8891453442,"Price of non-irrigated land (per acre)           55,950 (34,526)        48,964 (36,615)       −6,986 (7,504)",-0.110854655802541
1,"niland","mean_low",48964,48964.2857142857,"Price of non-irrigated land (per acre)           55,950 (34,526)        48,964 (36,615)       −6,986 (7,504)",0.285714285702852
1,"niland","sd_low",36615,36615.0696780183,"Price of non-irrigated land (per acre)           55,950 (34,526)        48,964 (36,615)       −6,986 (7,504)",0.0696780182988732
1,"niland","difference",-6986,-6985.71428571428,"Price of non-irrigated land (per acre)           55,950 (34,526)        48,964 (36,615)       −6,986 (7,504)",0.285714285720132
1,"niland","pooled_se",7504,7503.81857702443,"Price of non-irrigated land (per acre)           55,950 (34,526)        48,964 (36,615)       −6,986 (7,504)",-0.18142297556733
1,"mpaddy","mean_high",0.62,0.625,"Main crop is paddy                                   0.62 (0.49)            0.62 (0.49)         −0.01 (0.1)",0.005
1,"mpaddy","sd_high",0.49,0.489246054790082,"Main crop is paddy                                   0.62 (0.49)            0.62 (0.49)         −0.01 (0.1)",-0.000753945209918006
1,"mpaddy","mean_low",0.62,0.619047619047619,"Main crop is paddy                                   0.62 (0.49)            0.62 (0.49)         −0.01 (0.1)",-0.000952380952381038
1,"mpaddy","sd_low",0.49,0.49150743499232,"Main crop is paddy                                   0.62 (0.49)            0.62 (0.49)         −0.01 (0.1)",0.00150743499232003
1,"mpaddy","difference",-0.01,-0.00595238095238093,"Main crop is paddy                                   0.62 (0.49)            0.62 (0.49)         −0.01 (0.1)",0.00404761904761907
1,"mpaddy","pooled_se",0.1,0.103594983513454,"Main crop is paddy                                   0.62 (0.49)            0.62 (0.49)         −0.01 (0.1)",0.00359498351345376
1,"mwheat","mean_high",0.21,0.208333333333333,"Main crop is wheat                                   0.21 (0.41)            0.21 (0.41)           0.01 (0.09)",-0.00166666666666698
1,"mwheat","sd_high",0.41,0.410414079086058,"Main crop is wheat                                   0.21 (0.41)            0.21 (0.41)           0.01 (0.09)",0.000414079086058006
1,"mwheat","mean_low",0.21,0.214285714285714,"Main crop is wheat                                   0.21 (0.41)            0.21 (0.41)           0.01 (0.09)",0.004285714285714
1,"mwheat","sd_low",0.41,0.415299732236633,"Main crop is wheat                                   0.21 (0.41)            0.21 (0.41)           0.01 (0.09)",0.00529973223663305
1,"mwheat","difference",0.01,0.0059523809523809,"Main crop is wheat                                   0.21 (0.41)            0.21 (0.41)           0.01 (0.09)",-0.0040476190476191
1,"mwheat","pooled_se",0.09,0.0871982716257651,"Main crop is wheat                                   0.21 (0.41)            0.21 (0.41)           0.01 (0.09)",-0.00280172837423492
1,"ppaddy","mean_high",323.4,323.414634146341,"Price of paddy (Rs/100 kg)                         323.4 (56.8)          344.2 (109.1)           20.8 (19.8)",0.0146341463409954
1,"ppaddy","sd_high",56.8,56.8489118672276,"Price of paddy (Rs/100 kg)                         323.4 (56.8)          344.2 (109.1)           20.8 (19.8)",0.0489118672276021
1,"ppaddy","mean_low",344.2,344.21875,"Price of paddy (Rs/100 kg)                         323.4 (56.8)          344.2 (109.1)           20.8 (19.8)",0.0187500000000114
1,"ppaddy","sd_low",109.1,109.147055100432,"Price of paddy (Rs/100 kg)                         323.4 (56.8)          344.2 (109.1)           20.8 (19.8)",0.0470551004320043
1,"ppaddy","difference",20.8,20.8041158536585,"Price of paddy (Rs/100 kg)                         323.4 (56.8)          344.2 (109.1)           20.8 (19.8)",0.00411585365850087
1,"ppaddy","pooled_se",19.8,19.7665848537276,"Price of paddy (Rs/100 kg)                         323.4 (56.8)          344.2 (109.1)           20.8 (19.8)",-0.0334151462724108
1,"pwheat","mean_high",455.7,455.744680851064,"Price of wheat (Rs/100 kg)                         455.7 (70.6)          455.0 (71.5)           −0.7 (15.1)",0.0446808510640153
1,"pwheat","sd_high",70.6,70.579732306066,"Price of wheat (Rs/100 kg)                         455.7 (70.6)          455.0 (71.5)           −0.7 (15.1)",-0.0202676939339881
1,"pwheat","mean_low",455,455,"Price of wheat (Rs/100 kg)                         455.7 (70.6)          455.0 (71.5)           −0.7 (15.1)",0
1,"pwheat","sd_low",71.5,71.4996162363912,"Price of wheat (Rs/100 kg)                         455.7 (70.6)          455.0 (71.5)           −0.7 (15.1)",-0.000383763608795107
1,"pwheat","difference",-0.7,-0.744680851063833,"Price of wheat (Rs/100 kg)                         455.7 (70.6)          455.0 (71.5)           −0.7 (15.1)",-0.044680851063833
1,"pwheat","pooled_se",15.1,15.0789062495705,"Price of wheat (Rs/100 kg)                         455.7 (70.6)          455.0 (71.5)           −0.7 (15.1)",-0.0210937504294755
1,"noflood","mean_high",0.46,0.458333333333333,"Almost no land suffers from floods                   0.46 (0.50)            0.40 (0.50)         −0.05 (0.11)",-0.00166666666666704
1,"noflood","sd_high",0.5,0.503533612870859,"Almost no land suffers from floods                   0.46 (0.50)            0.40 (0.50)         −0.05 (0.11)",0.00353361287085896
1,"noflood","mean_low",0.4,0.404761904761905,"Almost no land suffers from floods                   0.46 (0.50)            0.40 (0.50)         −0.05 (0.11)",0.00476190476190497
1,"noflood","sd_low",0.5,0.496795772414547,"Almost no land suffers from floods                   0.46 (0.50)            0.40 (0.50)         −0.05 (0.11)",-0.00320422758545302
1,"noflood","difference",-0.05,-0.0535714285714286,"Almost no land suffers from floods                   0.46 (0.50)            0.40 (0.50)         −0.05 (0.11)",-0.0035714285714286
1,"noflood","pooled_se",0.11,0.105729997296822,"Almost no land suffers from floods                   0.46 (0.50)            0.40 (0.50)         −0.05 (0.11)",-0.00427000270317836
1,"noalkal","mean_high",0.71,0.708333333333333,"Almost no land suffers from alkalinity               0.71 (0.46)            0.74 (0.44)           0.03 (0.1)",-0.00166666666666693
1,"noalkal","sd_high",0.46,0.459339643185104,"Almost no land suffers from alkalinity               0.71 (0.46)            0.74 (0.44)           0.03 (0.1)",-0.000660356814896013
1,"noalkal","mean_low",0.74,0.738095238095238,"Almost no land suffers from alkalinity               0.71 (0.46)            0.74 (0.44)           0.03 (0.1)",-0.00190476190476196
1,"noalkal","sd_low",0.44,0.445000619869331,"Almost no land suffers from alkalinity               0.71 (0.46)            0.74 (0.44)           0.03 (0.1)",0.00500061986933098
1,"noalkal","difference",0.03,0.0297619047619049,"Almost no land suffers from alkalinity               0.71 (0.46)            0.74 (0.44)           0.03 (0.1)",-0.0002380952380951
1,"noalkal","pooled_se",0.1,0.0956536018619535,"Almost no land suffers from alkalinity               0.71 (0.46)            0.74 (0.44)           0.03 (0.1)",-0.00434639813804651
1,"nowaterlog","mean_high",0.48,0.479166666666667,"Almost no land suffers from waterlogging              0.48 (0.50)           0.57 (0.50)           0.09 (0.11)",-0.000833333333332964
1,"nowaterlog","sd_high",0.5,0.504852341308647,"Almost no land suffers from waterlogging              0.48 (0.50)           0.57 (0.50)           0.09 (0.11)",0.00485234130864698
1,"nowaterlog","mean_low",0.57,0.571428571428572,"Almost no land suffers from waterlogging              0.48 (0.50)           0.57 (0.50)           0.09 (0.11)",0.001428571428572
1,"nowaterlog","sd_low",0.5,0.500870322677809,"Almost no land suffers from waterlogging              0.48 (0.50)           0.57 (0.50)           0.09 (0.11)",0.000870322677808955
1,"nowaterlog","difference",0.09,0.0922619047619049,"Almost no land suffers from waterlogging              0.48 (0.50)           0.57 (0.50)           0.09 (0.11)",0.00226190476190491
1,"nowaterlog","pooled_se",0.11,0.106278359833327,"Almost no land suffers from waterlogging              0.48 (0.50)           0.57 (0.50)           0.09 (0.11)",-0.0037216401666732
1,"nosoiler","mean_high",0.75,0.75,"Almost no land suffers from soil erosion              0.75 (0.44)           0.71 (0.46)         −0.04 (0.09)",0
1,"nosoiler","sd_high",0.44,0.437594974493684,"Almost no land suffers from soil erosion              0.75 (0.44)           0.71 (0.46)         −0.04 (0.09)",-0.00240502550631599
1,"nosoiler","mean_low",0.71,0.714285714285714,"Almost no land suffers from soil erosion              0.75 (0.44)           0.71 (0.46)         −0.04 (0.09)",0.004285714285714
1,"nosoiler","sd_low",0.46,0.457229956859213,"Almost no land suffers from soil erosion              0.75 (0.44)           0.71 (0.46)         −0.04 (0.09)",-0.00277004314078699
1,"nosoiler","difference",-0.04,-0.0357142857142857,"Almost no land suffers from soil erosion              0.75 (0.44)           0.71 (0.46)         −0.04 (0.09)",0.0042857142857143
1,"nosoiler","pooled_se",0.09,0.0944143897636062,"Almost no land suffers from soil erosion              0.75 (0.44)           0.71 (0.46)         −0.04 (0.09)",0.0044143897636062
2,"literate","mean_high",0.33,0.33277027027027,"Literate                                     0.33 (0.47)              0.47 (0.50)                   0.14 (0.03)***",0.00277027027026999
2,"literate","sd_high",0.47,0.471603551629872,"Literate                                     0.33 (0.47)              0.47 (0.50)                   0.14 (0.03)***",0.00160355162987202
2,"literate","mean_low",0.47,0.472340425531915,"Literate                                     0.33 (0.47)              0.47 (0.50)                   0.14 (0.03)***",0.00234042553191505
2,"literate","sd_low",0.5,0.499588805774242,"Literate                                     0.33 (0.47)              0.47 (0.50)                   0.14 (0.03)***",-0.000411194225758027
2,"literate","difference",0.14,0.139570155261645,"Literate                                     0.33 (0.47)              0.47 (0.50)                   0.14 (0.03)***",-0.000429844738355001
2,"literate","pooled_se",0.03,0.0271492859941235,"Literate                                     0.33 (0.47)              0.47 (0.50)                   0.14 (0.03)***",-0.00285071400587651
2,"totinc","mean_high",3999,3998.96005988765,"Total income                             3,999.0 (6,590.6)        7,524.5 (16,173.3)            3,525.5 (709.6)***",-0.0399401123499956
2,"totinc","sd_high",6590.6,6590.57282498422,"Total income                             3,999.0 (6,590.6)        7,524.5 (16,173.3)            3,525.5 (709.6)***",-0.0271750157808128
2,"totinc","mean_low",7524.5,7524.48949859838,"Total income                             3,999.0 (6,590.6)        7,524.5 (16,173.3)            3,525.5 (709.6)***",-0.0105014016198766
2,"totinc","sd_low",16173.3,16173.3099713991,"Total income                             3,999.0 (6,590.6)        7,524.5 (16,173.3)            3,525.5 (709.6)***",0.00997139910032274
2,"totinc","difference",3525.5,3525.52943871073,"Total income                             3,999.0 (6,590.6)        7,524.5 (16,173.3)            3,525.5 (709.6)***",0.0294387107301191
2,"totinc","pooled_se",709.6,709.582789106515,"Total income                             3,999.0 (6,590.6)        7,524.5 (16,173.3)            3,525.5 (709.6)***",-0.0172108934852986
2,"cropinc","mean_high",1891.6,1891.61317567567,"Crop income                              1,891.6 (5,921.0)        5,201.2 (14,755.4)            3,309.6 (646.2)***",0.013175675670027
2,"cropinc","sd_high",5921,5920.98113245823,"Crop income                              1,891.6 (5,921.0)        5,201.2 (14,755.4)            3,309.6 (646.2)***",-0.0188675417703053
2,"cropinc","mean_low",5201.2,5201.21276595743,"Crop income                              1,891.6 (5,921.0)        5,201.2 (14,755.4)            3,309.6 (646.2)***",0.0127659574300196
2,"cropinc","sd_low",14755.4,14755.3681842562,"Crop income                              1,891.6 (5,921.0)        5,201.2 (14,755.4)            3,309.6 (646.2)***",-0.0318157437995978
