"model","term","estimate","se","p","lower","upper","n","clusters","rank"
"T5_1","dist2",-0.269948947885227,0.104967913997651,0.0119945319508509,-0.47888235436927,-0.0610155414011837,1127,80,25
"T5_1","dist3",0.137752057759408,0.0564162673094042,0.0168527419202812,0.0254582866330055,0.250045828885811,1127,80,25
"T5_1","dist4",-0.105021247173294,0.101663028944998,0.304740650688946,-0.307376444509498,0.0973339501629096,1127,80,25
"T5_1","dist5",-0.191966571743491,0.116676902564112,0.103884762197689,-0.424206136981228,0.0402729934942454,1127,80,25
"T5_1","dist7",-0.0755798401551609,0.0573110693838526,0.191057866658048,-0.189654670258764,0.038494989948442,1127,80,25
"T5_1","dist8",-0.0970766430092268,0.142300715656397,0.497111893601551,-0.3803191324034,0.186165846384947,1127,80,25
"T5_1","dist9",0.0716087184638897,0.0669726332532534,0.288225100148549,-0.0616969734747139,0.204914410402493,1127,80,25
"T5_1","dist11",-0.0963021692431355,0.197934452143989,0.62793448482955,-0.490280841124923,0.297676502638652,1127,80,25
"T5_1","dist13",-0.233231316261592,0.0604105878000034,0.000229881252191524,-0.353475583448234,-0.112987049074949,1127,80,25
"T5_1","dist14",-0.253380000611264,0.126554572705645,0.0487014855793528,-0.505280576458799,-0.00147942476372903,1127,80,25
"T5_1","dist16",0.141557360649003,0.060681480073641,0.022204866758035,0.0207738958793493,0.262340825418657,1127,80,25
"T5_1","dist17",-0.0232264035601963,0.0561069622269144,0.680020385420671,-0.134904518320132,0.0884517111997393,1127,80,25
"T5_1","dist20",0.204929920193844,0.0700198366395853,0.00447165749835425,0.0655589216343022,0.344300918753386,1127,80,25
"T5_1","dist22",-0.1700496979577,0.0935573145611997,0.0729168055414624,-0.356270874394606,0.0161714784792065,1127,80,25
"T5_1","dist24",0.117827068832008,0.110565501317075,0.289816033832524,-0.102248056508764,0.337902194172781,1127,80,25
"T5_1","dist25",-0.234016822496558,0.0568081675712037,9.28532330672152e-05,-0.347090651581449,-0.120942993411668,1127,80,25
